Airline,Flight,To,Status,Scheduled,Updated,Term-Gate
United Airlines,1135,"Denver, CO (DEN)",Scheduled,10:30 AM,10:30 AM,Term B - C12
WestJet Airlines,6437,Montreal (YUL),Scheduled,10:30 AM,,Term C - C30
American Airlines,1131,"Dallas-Fort Worth, TX (DFW)",Scheduled,10:35 AM,,Term B - D1
Southwest Airlines,5518,"Dallas, TX (DAL)",Scheduled,10:40 AM,,Term B - B7
Delta Air Lines,3719,"Bangor, ME (BGR)",Scheduled,10:43 AM,,Term C - C18
Air Canada,7635,Montreal (YUL),Scheduled,10:50 AM,,Term B - A1
United Airlines,8183,Montreal (YUL),Scheduled,10:50 AM,,Term B - A1
Delta Air Lines,838,"Miami, FL (MIA)",Scheduled,10:53 AM,,Term C - C23
WestJet Airlines,6688,"Miami, FL (MIA)",Scheduled,10:53 AM,,Term C - C23
American Airlines,3952,Montreal (YUL),Scheduled,10:55 AM,,Term B - C8
Delta Air Lines,3299,"Buffalo, NY (BUF)",Scheduled,10:55 AM,,Term D - D02
JetBlue Airways,732,"Boston, MA (BOS)",Scheduled,10:55 AM,10:55 AM,Term B - A3
TAP Portugal,8114,"Boston, MA (BOS)",Scheduled,10:55 AM,10:55 AM,Term B - A3
AeroMexico,4414,"Atlanta, GA (ATL)",Scheduled,11:00 AM,,Term D - D08
American Airlines,1011,"Miami, FL (MIA)",Scheduled,11:00 AM,,Term B - D5
American Airlines,2162,"Boston, MA (BOS)",Cancelled,11:00 AM,,Term C - C41
British Airways,7794,"Miami, FL (MIA)",Scheduled,11:00 AM,,Term B - D5
Delta Air Lines,343,"Atlanta, GA (ATL)",Scheduled,11:00 AM,,Term D - D08
Delta Air Lines,2148,"Detroit, MI (DTW)",Scheduled,11:00 AM,,Term C - C34
Delta Air Lines,3319,"Cincinnati, OH (CVG)",Scheduled,11:00 AM,,Term C - C28
Delta Air Lines,5873,"Columbus, OH (CMH)",Scheduled,11:00 AM,,Term D - D04
Delta Air Lines,6052,"Boston, MA (BOS)",Scheduled,11:00 AM,,Term C - C31
KLM Royal Dutch Airlines,6551,"Atlanta, GA (ATL)",Scheduled,11:00 AM,,Term D - D08
LAN Airlines,6865,"Miami, FL (MIA)",Scheduled,11:00 AM,,Term B - D5
NetJets,677,"Belmar/Farmingdale, NJ (BLM)",Scheduled,11:00 AM,11:00 AM,
Spirit Airlines,197,"Fort Lauderdale, FL (FLL)",Scheduled,11:00 AM,11:00 AM,Term B - B6
United Airlines,1697,"Chicago, IL (ORD)",Scheduled,11:00 AM,11:00 AM,Term B - C14
United Airlines,3973,"Cleveland, OH (CLE)",Scheduled,11:00 AM,11:00 AM,Term B - C7
Virgin Australia,6688,"Detroit, MI (DTW)",Scheduled,11:00 AM,,Term C - C34
WestJet Airlines,6508,"Atlanta, GA (ATL)",Scheduled,11:00 AM,,Term D - D08
WestJet Airlines,6610,"Cincinnati, OH (CVG)",Scheduled,11:00 AM,,Term C - C28
WestJet Airlines,6600,"Columbus, OH (CMH)",Scheduled,11:00 AM,,Term D - D04
WestJet Airlines,6544,"Boston, MA (BOS)",Scheduled,11:00 AM,,Term C - C31
Air Canada,709,Toronto (YYZ),Scheduled,11:05 AM,,Term B - A6
American Airlines,3815,"Pittsburgh, PA (PIT)",Scheduled,11:05 AM,,Term B - C4
United Airlines,8231,Toronto (YYZ),Scheduled,11:05 AM,,Term B - A6
Delta Air Lines,3281,"Portland, ME (PWM)",Scheduled,11:15 AM,,Term D - D05
Delta Air Lines,5466,"Richmond, VA (RIC)",Scheduled,11:15 AM,,Term C - C13
Southwest Airlines,1941,"Milwaukee, WI (MKE)",Scheduled,11:15 AM,,Term B
WestJet Airlines,6744,"Portland, ME (PWM)",Scheduled,11:15 AM,,Term D - D05
WestJet Airlines,6774,"Richmond, VA (RIC)",Scheduled,11:15 AM,,Term C - C13
American Airlines,4668,"St Louis, MO (STL)",Scheduled,11:18 AM,11:18 AM,Term B - D4
Delta Air Lines,5457,"Kansas City, MO (MCI)",Scheduled,11:24 AM,,C13
WestJet Airlines,7609,"Kansas City, MO (MCI)",Scheduled,11:24 AM,,C13
American Airlines,4608,"Memphis, TN (MEM)",Scheduled,11:25 AM,11:25 AM,Term C - C35
American Airlines,3677,"Detroit, MI (DTW)",Scheduled,11:29 AM,,Term B - C2
Delta Air Lines,1131,"Fort Lauderdale, FL (FLL)",Scheduled,11:29 AM,,Term C - C20
WestJet Airlines,7606,"Fort Lauderdale, FL (FLL)",Scheduled,11:29 AM,,Term C - C20
Alaska Airlines,6462,"Chicago, IL (ORD)",Scheduled,11:30 AM,,Term B - D7
American Airlines,337,"Chicago, IL (ORD)",Scheduled,11:30 AM,,Term B - D7
British Airways,6605,"Chicago, IL (ORD)",Scheduled,11:30 AM,,Term B - D7
Delta Air Lines,1635,"Orlando, FL (MCO)",Scheduled,11:30 AM,,Term C - C21
Delta Air Lines,3646,"Pittsburgh, PA (PIT)",Scheduled,11:30 AM,,Term D - D09
WestJet Airlines,6676,"Orlando, FL (MCO)",Scheduled,11:30 AM,,Term C - C21
WestJet Airlines,6734,"Pittsburgh, PA (PIT)",Scheduled,11:30 AM,,Term D - D09
American Airlines,622,"Charlotte, NC (CLT)",Scheduled,11:32 AM,,Term C - C38
Delta Air Lines,2149,"Minneapolis, MN (MSP)",Scheduled,11:35 AM,,Term C - C16
Delta Air Lines,5489,"Syracuse, NY (SYR)",Scheduled,11:35 AM,,Term C - C12
KLM Royal Dutch Airlines,7815,"Minneapolis, MN (MSP)",Scheduled,11:35 AM,,Term C - C16
Delta Air Lines,1875,"Tampa, FL (TPA)",Scheduled,11:40 AM,,Term C - C17
Delta Air Lines,5354,"Cleveland, OH (CLE)",Scheduled,11:40 AM,,Term D - C12
Southwest Airlines,107,"Nashville, TN (BNA)",Scheduled,11:40 AM,,Term B - B4
WestJet Airlines,7590,"Tampa, FL (TPA)",Scheduled,11:40 AM,,Term C - C17
American Airlines,3742,"Charlottesville, VA (CHO)",Scheduled,11:45 AM,,Term B - C3
Delta Air Lines,5871,"Indianapolis, IN (IND)",Scheduled,11:45 AM,,Term D - D10
WestJet Airlines,6650,"Indianapolis, IN (IND)",Scheduled,11:45 AM,,Term D - D10
American Airlines,4682,"Atlanta, GA (ATL)",Scheduled,11:50 AM,11:50 AM,Term B - D2
Delta Air Lines,3399,"Fort Myers, FL (RSW)",Scheduled,11:55 AM,,Term C - C29
Delta Air Lines,3666,"Savannah, GA (SAV)",Scheduled,11:55 AM,,Term C - C26
Delta Air Lines,4015,"Rochester, NY (ROC)",Scheduled,11:55 AM,,Term C - C15
WestJet Airlines,6782,"Fort Myers, FL (RSW)",Scheduled,11:55 AM,,Term C - C29
WestJet Airlines,6790,"Savannah, GA (SAV)",Scheduled,11:55 AM,,Term C - C26
AeroMexico,4408,"Atlanta, GA (ATL)",Scheduled,11:59 AM,,Term D - D11
Alaska Airlines,4164,"Nashville, TN (BNA)",Scheduled,11:59 AM,11:59 AM,Term B - C1
American Airlines,4774,"Nashville, TN (BNA)",Scheduled,11:59 AM,11:59 AM,Term B - C1
Delta Air Lines,502,"Atlanta, GA (ATL)",Scheduled,11:59 AM,,Term D - D11
Delta Air Lines,6143,"Washington, DC (DCA)",Scheduled,11:59 AM,,Term A - SH4
WestJet Airlines,6492,"Atlanta, GA (ATL)",Scheduled,11:59 AM,,Term D - D11
Alaska Airlines,3323,"Dallas, TX (DAL)",Scheduled,12:00 PM,12:00 PM,Term B
American Airlines,4178,"Norfolk, VA (ORF)",Scheduled,12:00 PM,12:00 PM,Term C - C43
American Airlines,4550,"Richmond, VA (RIC)",Scheduled,12:00 PM,12:00 PM,Term B - D6
American Airlines,4754,"Washington, DC (DCA)",Scheduled,12:00 PM,12:00 PM,Term C - C41
American Airlines,4763,"Boston, MA (BOS)",Scheduled,12:00 PM,12:00 PM,Term C - C39
Delta Air Lines,6054,"Boston, MA (BOS)",Scheduled,12:00 PM,,Term C - C32
Delta Air Lines,7141,Toronto (YYZ),Scheduled,12:00 PM,12:00 PM,Term D - D7
Southwest Airlines,1739,"Chicago, IL (MDW)",Scheduled,12:00 PM,,Term B
United Airlines,405,"Denver, CO (DEN)",Scheduled,12:00 PM,12:00 PM,Term B - C10
WestJet Airlines,1207,Toronto (YYZ),Scheduled,12:00 PM,12:00 PM,Term D - D7
Delta Air Lines,2436,"West Palm Beach, FL (PBI)",Scheduled,12:05 PM,,Term D - D06
WestJet Airlines,6730,"West Palm Beach, FL (PBI)",Scheduled,12:05 PM,,Term D - D06
Delta Air Lines,4199,"Nashville, TN (BNA)",Scheduled,12:10 PM,,Term D - D02
Delta Air Lines,6094,"Dallas-Fort Worth, TX (DFW)",Scheduled,12:10 PM,,Term C - C31
WestJet Airlines,7560,"Nashville, TN (BNA)",Scheduled,12:10 PM,,Term D - D02
American Airlines,4426,"Raleigh/Durham, NC (RDU)",Scheduled,12:12 PM,12:12 PM,Term C - C37
Southwest Airlines,1648,"Kansas City, MO (MCI)",Scheduled,12:15 PM,,Term B - B7
American Airlines,3449,"Greensboro, NC (GSO)",Scheduled,12:16 PM,,Term B - C8
Delta Air Lines,5935,"Milwaukee, WI (MKE)",Scheduled,12:20 PM,,Term D - D08
WestJet Airlines,6696,"Milwaukee, WI (MKE)",Scheduled,12:20 PM,,Term D - D08
Delta Air Lines,5469,"St Louis, MO (STL)",Scheduled,12:21 PM,12:33 PM,C12
WestJet Airlines,7588,"St Louis, MO (STL)",Scheduled,12:21 PM,12:33 PM,C12
Air Canada,711,Toronto (YYZ),Delayed,12:25 PM,1:15 PM,Term B - A7
Alaska Airlines,4777,"Chicago, IL (ORD)",Scheduled,12:30 PM,,Term B - D3
American Airlines,390,"Chicago, IL (ORD)",Scheduled,12:30 PM,,Term B - D3
American Airlines,1311,"Miami, FL (MIA)",Scheduled,12:30 PM,,Term B - D10
American Airlines,3788,"Louisville, KY (SDF)",Scheduled,12:30 PM,,Term B - D4
British Airways,6587,"Chicago, IL (ORD)",Scheduled,12:30 PM,,Term B - D3
British Airways,7745,"Miami, FL (MIA)",Scheduled,12:30 PM,,Term B - D10
Delta Air Lines,3976,"Raleigh/Durham, NC (RDU)",Scheduled,12:30 PM,,Term C - C23
Delta Air Lines,6121,"Houston, TX (IAH)",Scheduled,12:30 PM,,Term C - C30
Spirit Airlines,921,"Myrtle Beach, SC (MYR)",Scheduled,12:30 PM,12:30 PM,Term B - B6
United Airlines,1102,"Chicago, IL (ORD)",Scheduled,12:30 PM,12:30 PM,Term B - C11
WestJet Airlines,6758,"Raleigh/Durham, NC (RDU)",Scheduled,12:30 PM,,Term C - C23
WestJet Airlines,7574,"Houston, TX (IAH)",Scheduled,12:30 PM,,Term C - C30
AeroMexico,4685,"Detroit, MI (DTW)",Scheduled,12:45 PM,,Term C - C21
Air Canada,7637,Montreal (YUL),Scheduled,12:45 PM,,Term B - A1
China Southern Airlines,1086,"Detroit, MI (DTW)",Scheduled,12:45 PM,,Term C - C21
Delta Air Lines,583,"Detroit, MI (DTW)",Scheduled,12:45 PM,,Term C - C21
KLM Royal Dutch Airlines,7061,"Detroit, MI (DTW)",Scheduled,12:45 PM,,Term C - C21
United Airlines,8624,Montreal (YUL),Scheduled,12:45 PM,,Term B - A1
Virgin Atlantic,2448,"Detroit, MI (DTW)",Scheduled,12:45 PM,,Term C - C21
Virgin Australia,6683,"Detroit, MI (DTW)",Scheduled,12:45 PM,,Term C - C21
American Airlines,1141,"Dallas-Fort Worth, TX (DFW)",Scheduled,12:55 PM,,Term B - D1
Delta Air Lines,1923,"Miami, FL (MIA)",Scheduled,12:55 PM,,Term C - C34
Delta Air Lines,3292,"Buffalo, NY (BUF)",Scheduled,12:55 PM,,Term C - C24
Delta Air Lines,3827,"Manchester, NH (MHT)",Scheduled,12:55 PM,,C12
WestJet Airlines,6692,"Miami, FL (MIA)",Scheduled,12:55 PM,,Term C - C34
WestJet Airlines,6682,"Manchester, NH (MHT)",Scheduled,12:55 PM,,C12
AeroMexico,4409,"Atlanta, GA (ATL)",Scheduled,1:00 PM,,Term D - D05
American Airlines,2131,"Boston, MA (BOS)",Scheduled,1:00 PM,,Term C - C41
American Airlines,4453,"Washington, DC (DCA)",Scheduled,1:00 PM,1:00 PM,Term C - C41
Delta Air Lines,705,"Atlanta, GA (ATL)",Scheduled,1:00 PM,,Term D - D05
Delta Air Lines,5613,"Charlotte, NC (CLT)",Scheduled,1:00 PM,,Term D - D10
Delta Air Lines,6072,"Boston, MA (BOS)",Scheduled,1:00 PM,,Term C - C32
Virgin Atlantic,2220,"Atlanta, GA (ATL)",Scheduled,1:00 PM,,Term D - D05
WestJet Airlines,6506,"Atlanta, GA (ATL)",Scheduled,1:00 PM,,Term D - D05
WestJet Airlines,6592,"Charlotte, NC (CLT)",Scheduled,1:00 PM,,Term D - D10
WestJet Airlines,6542,"Boston, MA (BOS)",Scheduled,1:00 PM,,Term C - C32
American Airlines,678,"Charlotte, NC (CLT)",Scheduled,1:05 PM,,Term C - C38
American Airlines,3681,"Pittsburgh, PA (PIT)",Scheduled,1:05 PM,,Term B - C3
United Airlines,345,"Chicago, IL (ORD)",Scheduled,1:05 PM,1:05 PM,Term B - C9
American Airlines,5191,"Dayton, OH (DAY)",Scheduled,1:06 PM,1:06 PM,Term C - C44
Delta Air Lines,3303,"Norfolk, VA (ORF)",Scheduled,1:10 PM,,C13
United Airlines,4302,"Cleveland, OH (CLE)",Scheduled,1:10 PM,1:10 PM,Term B - C7
WestJet Airlines,6712,"Norfolk, VA (ORF)",Scheduled,1:10 PM,,C13
Delta Air Lines,5973,"Chicago, IL (ORD)",Scheduled,1:15 PM,,Term A - SH2
American Airlines,3310,Toronto (YYZ),Scheduled,1:17 PM,,Term B - C8
British Airways,4402,Toronto (YYZ),Scheduled,1:17 PM,,Term B - C8
American Airlines,4484,"St Louis, MO (STL)",Scheduled,1:24 PM,1:24 PM,Term B - C1
JetBlue Airways,1161,"West Palm Beach, FL (PBI)",Scheduled,1:25 PM,1:25 PM,Term B
American Airlines,2550,"Miami, FL (MIA)",Scheduled,1:29 PM,,Term B - D8
American Airlines,3343,"Wilmington, NC (ILM)",Scheduled,1:29 PM,,Term B - C2
British Airways,7712,"Miami, FL (MIA)",Scheduled,1:29 PM,,Term B - D8
Delta Air Lines,3641,"Columbus, OH (CMH)",Scheduled,1:29 PM,,Term C - C18
Spirit Airlines,917,"Dallas-Fort Worth, TX (DFW)",Scheduled,1:29 PM,1:29 PM,Term B - B6
WestJet Airlines,7566,"Columbus, OH (CMH)",Scheduled,1:29 PM,,Term C - C18
Alaska Airlines,8384,"Chicago, IL (ORD)",Scheduled,1:30 PM,,Term B - D7
American Airlines,332,"Chicago, IL (ORD)",Scheduled,1:30 PM,,Term B - D7
British Airways,6855,"Chicago, IL (ORD)",Scheduled,1:30 PM,,Term B - D7
Delta Air Lines,5353,"Pittsburgh, PA (PIT)",Scheduled,1:30 PM,,Term D - D09
WestJet Airlines,6742,"Pittsburgh, PA (PIT)",Scheduled,1:30 PM,,Term D - D09
Delta Air Lines,3645,"Indianapolis, IN (IND)",Scheduled,1:39 PM,,Term D - D02
WestJet Airlines,7576,"Indianapolis, IN (IND)",Scheduled,1:39 PM,,Term D - D02
Delta Air Lines,963,"New Orleans, LA (MSY)",Scheduled,1:45 PM,,Term C - C17
WestJet Airlines,6706,"New Orleans, LA (MSY)",Scheduled,1:45 PM,,Term C - C17
Air France,2091,"Cincinnati, OH (CVG)",Scheduled,1:55 PM,,Term D - D06
American Airlines,1678,"Atlanta, GA (ATL)",Scheduled,1:55 PM,,Term C - C35
Delta Air Lines,3846,"Cincinnati, OH (CVG)",Scheduled,1:55 PM,,Term D - D06
El Al Israel Airlines,8583,"Boston, MA (BOS)",Scheduled,1:55 PM,1:55 PM,Term B
JetBlue Airways,832,"Boston, MA (BOS)",Scheduled,1:55 PM,1:55 PM,Term B
Southwest Airlines,5541,"Atlanta, GA (ATL)",Scheduled,1:55 PM,,Term B - B4
WestJet Airlines,7568,"Cincinnati, OH (CVG)",Scheduled,1:55 PM,,Term D - D06
Delta Air Lines,5543,"Fayetteville/Springdale/, AR (XNA)",Scheduled,1:57 PM,,Term C - C30
American Airlines,3774,"Columbus, OH (CMH)",Scheduled,1:58 PM,,Term B - D4
American Airlines,4432,"Minneapolis, MN (MSP)",Scheduled,1:58 PM,1:58 PM,Term C - C37
Delta Air Lines,870,"Orlando, FL (MCO)",Scheduled,1:58 PM,,Term C - C23
WestJet Airlines,6670,"Orlando, FL (MCO)",Scheduled,1:58 PM,,Term C - C23
AeroMexico,5925,"Atlanta, GA (ATL)",Scheduled,1:59 PM,,Term D - D04
Air France,5923,"Atlanta, GA (ATL)",Scheduled,1:59 PM,,Term D - D04
Air France,2517,"Boston, MA (BOS)",Scheduled,1:59 PM,,Term C - C31
Air New Zealand,6680,"Houston, TX (IAH)",Scheduled,1:59 PM,1:59 PM,Term B - C12
Delta Air Lines,1877,"Atlanta, GA (ATL)",Scheduled,1:59 PM,,Term D - D04
Delta Air Lines,2669,"Boston, MA (BOS)",Scheduled,1:59 PM,,Term C - C31
Delta Air Lines,5268,"Nashville, TN (BNA)",Scheduled,1:59 PM,,Term D - D01
Delta Air Lines,6147,"Washington, DC (DCA)",Scheduled,1:59 PM,,Term A - SH6
KLM Royal Dutch Airlines,6887,"Atlanta, GA (ATL)",Scheduled,1:59 PM,,Term D - D04
KLM Royal Dutch Airlines,5771,"Boston, MA (BOS)",Scheduled,1:59 PM,,Term C - C31
United Airlines,1188,"Houston, TX (IAH)",Scheduled,1:59 PM,1:59 PM,Term B - C12
Virgin Atlantic,2221,"Atlanta, GA (ATL)",Scheduled,1:59 PM,,Term D - D04
WestJet Airlines,6512,"Atlanta, GA (ATL)",Scheduled,1:59 PM,,Term D - D04
WestJet Airlines,6540,"Boston, MA (BOS)",Scheduled,1:59 PM,,Term C - C31
WestJet Airlines,6524,"Nashville, TN (BNA)",Scheduled,1:59 PM,,Term D - D01
All Nippon Airways,7573,"Chicago, IL (ORD)",Scheduled,2:00 PM,2:00 PM,Term B - C10
American Airlines,2146,"Boston, MA (BOS)",Scheduled,2:00 PM,,Term C - C41
United Airlines,5344,"Chicago, IL (ORD)",Scheduled,2:00 PM,2:00 PM,Term B - C10
American Airlines,3275,"Detroit, MI (DTW)",Scheduled,2:15 PM,,Term B - C3
Delta Air Lines,5975,"Chicago, IL (ORD)",Scheduled,2:15 PM,,Term A - SH3
Delta Air Lines,3659,"Jacksonville, FL (JAX)",Scheduled,2:20 PM,,Term C - C28
Southwest Airlines,6017,"St Louis, MO (STL)",Scheduled,2:20 PM,,Term B - B5
WestJet Airlines,6656,"Jacksonville, FL (JAX)",Scheduled,2:20 PM,,Term C - C28
Delta Air Lines,3842,"Bangor, ME (BGR)",Scheduled,2:25 PM,,C13
Delta Air Lines,3660,Montreal (YUL),Scheduled,2:27 PM,,Term C - C13
WestJet Airlines,6439,Montreal (YUL),Scheduled,2:27 PM,,Term C - C13
Air France,8829,"Detroit, MI (DTW)",Scheduled,2:29 PM,,Term C - C34
American Airlines,1637,"Charlotte, NC (CLT)",Scheduled,2:29 PM,,Term C - C38
American Airlines,4388,"Fayetteville/Springdale/, AR (XNA)",Scheduled,2:29 PM,2:29 PM,Term B - D2
American Airlines,1112,"Dallas-Fort Worth, TX (DFW)",Scheduled,2:29 PM,,Term B - D10
Delta Air Lines,2835,"Detroit, MI (DTW)",Scheduled,2:29 PM,,Term C - C34
Delta Air Lines,5374,"Raleigh/Durham, NC (RDU)",Scheduled,2:29 PM,,Term C - C12
KLM Royal Dutch Airlines,6493,"Detroit, MI (DTW)",Scheduled,2:29 PM,,Term C - C34
Malaysia Airlines,9514,"Charlotte, NC (CLT)",Scheduled,2:29 PM,,Term C - C38
Qantas Airways,4849,"Dallas-Fort Worth, TX (DFW)",Scheduled,2:29 PM,,Term B - D10
Virgin Atlantic,2741,"Detroit, MI (DTW)",Scheduled,2:29 PM,,Term C - C34
Virgin Australia,6556,"Detroit, MI (DTW)",Scheduled,2:29 PM,,Term C - C34
WestJet Airlines,6756,"Raleigh/Durham, NC (RDU)",Scheduled,2:29 PM,,Term C - C12
Air Canada,715,Toronto (YYZ),Scheduled,2:30 PM,,Term B - A7
Alaska Airlines,6446,"Chicago, IL (ORD)",Scheduled,2:30 PM,,Term B - D3
American Airlines,187,"Chicago, IL (ORD)",Scheduled,2:30 PM,,Term B - D3
British Airways,6581,"Chicago, IL (ORD)",Scheduled,2:30 PM,,Term B - D3
United Airlines,745,"Denver, CO (DEN)",Scheduled,2:30 PM,2:30 PM,Term B - C14
